id;text;current_label;confidence;username;department;correct_label
3285;Коллеги помогают. Спасибо им.;Положительное состояние;0.9;krylova_m;Бухгалтерия;
3305;Успела всё вовремя. Молодец.;Положительное состояние;0.9;egorova_t;Бухгалтерия;
3185;Обычный день. Учусь новому.;Нейтральное состояние;0.9;novikova_yu;Маркетинг;
3225;Ищу новую работу. Сил нет.;Негативное состояние;0.9;volkov_s;Продажи;
3165;Клиенты довольны. Хорошо.;Положительное состояние;0.9;morozova_a;Маркетинг;
3265;Устала, но результат есть.;Негативное состояние;0.98;sokolova_o;Бухгалтерия;
3105;Опять задержки. Коллеги тормозят проект.;Нейтральное состояние;0.9;kozlov_a;IT;
3125;Плачу на рабочем месте. Не справляюсь.;Негативное состояние;0.98;popova_e;IT;
3205;Несколько отказов. Ничего страшного.;Положительное состояние;0.9;petrov_d;Продажи;
3284;Очередной аврал. Без комментариев.;Негативное состояние;0.98;krylova_m;Бухгалтерия;
3244;Наставник года номинация.;Нейтральное состояние;0.9;lebedev_m;Продажи;
3104;Сил нет. Работа превратилась в ад.;Негативное состояние;0.9;kozlov_a;IT;
3144;Новый клиент подписал договор. Отлично!;Положительное состояние;0.9;svetlova_e;Маркетинг;
3264;Отлично сработали. Молодцы.;Положительное состояние;0.9;sokolova_o;Бухгалтерия;
3184;Справилась со сложной задачей. Горжусь собой!;Положительное состояние;0.9;novikova_yu;Маркетинг;
3224;Выговор получил. Страшно.;Негативное состояние;0.9;volkov_s;Продажи;
3304;Коллеги отзывчивые. Хороший коллектив.;Положительное состояние;0.9;egorova_t;Бухгалтерия;
3164;Отчет готов. Можно сдавать.;Нейтральное состояние;0.9;morozova_a;Маркетинг;
3084;Написал юнит-тесты для модуля оплаты. Покрытие 95%. Доволен результатом.;Положительное состояние;0.9;voronov_m;IT;
3204;Клиент доволен. Подписали договор.;Положительное состояние;0.9;petrov_d;Продажи;
3124;Очередной день в аду. Без изменений.;Негативное состояние;0.9;popova_e;IT;
3223;Руководитель вызвал на ковер.;Нейтральное состояние;0.9;volkov_s;Продажи;
3263;Рутина заедает. Монотонно.;Нейтральное состояние;0.9;sokolova_o;Бухгалтерия;
3083;Развернул тестовый стенд. Зависимости подтянулись корректно.;Нейтральное состояние;0.9;voronov_m;IT;
3283;Устала как собака. Спать хочу.;Негативное состояние;0.98;krylova_m;Бухгалтерия;
3103;Весь вечер фиксил баги после обновления. Устал.;Нейтральное состояние;0.56;kozlov_a;IT;
3143;Хорошая неделя. План перевыполнен.;Положительное состояние;0.9;svetlova_e;Маркетинг;
3243;Рекорд продаж за день!;Нейтральное состояние;0.9;lebedev_m;Продажи;
3123;Выгорела полностью. Ничего не хочется.;Негативное состояние;0.98;popova_e;IT;
3203;Обычная рутина. Без эмоций.;Нейтральное состояние;0.9;petrov_d;Продажи;
3163;Немного устала, но работа нравится.;Положительное состояние;0.52;morozova_a;Маркетинг;
3183;Дружный коллектив. Повезло!;Положительное состояние;0.9;novikova_yu;Маркетинг;
3303;Обычный день. Без происшествий.;Нейтральное состояние;0.9;egorova_t;Бухгалтерия;
3162;Хороший день. Всё получилось.;Положительное состояние;0.9;morozova_a;Маркетинг;
3082;Провел код-ревью. Всё ок.;Положительное состояние;0.9;voronov_m;IT;
3102;Пытался разобраться в работе стороннего API. Поддержка молчит второй день.;Негативное состояние;0.9;kozlov_a;IT;
3122;Не могу больше. Бесконечные правки, документации нет.;Нейтральное состояние;0.56;popova_e;IT;
3142;Запустили тизерную кампанию. Ждем результаты.;Нейтральное состояние;0.9;svetlova_e;Маркетинг;
3182;Сегодня много узнала. Развиваюсь.;Положительное состояние;0.9;novikova_yu;Маркетинг;
3202;Хороший день. Две предоплаты.;Положительное состояние;0.9;petrov_d;Продажи;
3222;План под угрозой. Паника.;Негативное состояние;0.9;volkov_s;Продажи;
3242;Новый клиент из топ-10. Горжусь собой.;Положительное состояние;0.9;lebedev_m;Продажи;
3262;Всё прошло гладко. Успокоилась.;Негативное состояние;0.9;sokolova_o;Бухгалтерия;
3282;Исправила ошибку. Пронесло.;Негативное состояние;0.9;krylova_m;Бухгалтерия;
3302;Сложный отчет сдала. Горжусь собой.;Положительное состояние;0.9;egorova_t;Бухгалтерия;
3121;Ненавижу эту работу. Каждое утро с трудом встаю.;Негативное состояние;0.98;popova_e;IT;
3281;Ошиблась в отчете. Страшно.;Нейтральное состояние;0.9;krylova_m;Бухгалтерия;
3101;Устал как собака. Нет сил совсем.;Негативное состояние;0.98;kozlov_a;IT;
3241;Сделал план за 20 дней. Отдыхаю.;Нейтральное состояние;0.9;lebedev_m;Продажи;
3161;Настройка таргета. Рутина.;Нейтральное состояние;0.9;morozova_a;Маркетинг;
3261;Налоговая проверка. Нервничаю.;Нейтральное состояние;0.9;sokolova_o;Бухгалтерия;
3201;Тяжелый день. Много отказов.;Негативное состояние;0.98;petrov_d;Продажи;
3081;Обычный рабочий день. Закрыл текущие задачи.;Негативное состояние;0.9;voronov_m;IT;
3181;Осваиваю новые инструменты. Интересно!;Нейтральное состояние;0.9;novikova_yu;Маркетинг;
3141;Провела встречу с подрядчиками. Все довольны.;Положительное состояние;0.9;svetlova_e;Маркетинг;
3301;Начальник похвалил. Приятно.;Положительное состояние;0.9;egorova_t;Бухгалтерия;
3221;Снова отказы. Ненавижу продажи.;Негативное состояние;0.98;volkov_s;Продажи;
3300;Рутина, но я справляюсь.;Негативное состояние;0.9;egorova_t;Бухгалтерия;
3220;Не выспался. Работать не могу.;Нейтральное состояние;0.56;volkov_s;Продажи;
3280;Сил нет. Хочу в отпуск.;Негативное состояние;0.9;krylova_m;Бухгалтерия;
3200;План выполнен. Спокойно.;Нейтральное состояние;0.9;petrov_d;Продажи;
3100;Сервер опять лег под нагрузкой. Поднимал вручную в три ночи.;Нейтральное состояние;0.9;kozlov_a;IT;
3120;Чувствую, что скоро сорвусь. Нужна помощь.;Нейтральное состояние;0.9;popova_e;IT;
3260;Обычный день. Документы, сверки.;Нейтральное состояние;0.9;sokolova_o;Бухгалтерия;
3180;Получила похвалу от руководителя. Приятно!;Положительное состояние;0.9;novikova_yu;Маркетинг;
3160;Провела вебинар. Всё гладко.;Нейтральное состояние;0.9;morozova_a;Маркетинг;
3240;Крупный контракт подписан. Ура!;Положительное состояние;0.9;lebedev_m;Продажи;
3140;Подготовила отчет по эффективности. Хорошие цифры.;Нейтральное состояние;0.9;svetlova_e;Маркетинг;
3080;Хороший день. Все задачи выполнены в срок.;Положительное состояние;0.9;voronov_m;IT;
3159;Обычный рабочий день. Планы выполнены.;Нейтральное состояние;0.9;morozova_a;Маркетинг;
3279;Бесконечные отчеты. Выгораю.;Нейтральное состояние;0.56;krylova_m;Бухгалтерия;
3179;Ошиблась в настройках, но быстро исправила.;Нейтральное состояние;0.9;novikova_yu;Маркетинг;
3219;Очередной провал. Клиент ушел к конкурентам.;Негативное состояние;0.9;volkov_s;Продажи;
3299;Хороший день. Всё получилось.;Положительное состояние;0.9;egorova_t;Бухгалтерия;
3139;Обычный день. Настройка рекламных кампаний.;Нейтральное состояние;0.9;svetlova_e;Маркетинг;
3239;Лучший сотрудник месяца! Премия.;Положительное состояние;0.9;lebedev_m;Продажи;
3079;Разобрался с документацией по FastAPI. Написал первые эндпоинты для системы мониторинга.;Нейтральное состояние;0.9;voronov_m;IT;
3199;Наконец-то дозвонился до ЛПР. Назначили встречу.;Положительное состояние;0.9;petrov_d;Продажи;
3099;Не могу больше смотреть на этот код. Все сыпется, документации нет.;Негативное состояние;0.98;kozlov_a;IT;
3259;Закрыла месяц без ошибок. Выдохнула.;Положительное состояние;0.9;sokolova_o;Бухгалтерия;
3119;Руководитель недоволен сроками. А что я могу сделать?;Негативное состояние;0.9;popova_e;IT;
3118;Сегодня ничего не делала. Сидела и смотрела в монитор.;Негативное состояние;0.9;popova_e;IT;
3158;Весь день в переписках с подрядчиками. Устала морально.;Негативное состояние;0.98;morozova_a;Маркетинг;
3078;Оптимизировал SQL-запросы. Скорость загрузки дашборда выросла в три раза.;Нейтральное состояние;0.9;voronov_m;IT;
3138;Новый креатив залетел. Клики выросли в 2 раза!;Нейтральное состояние;0.9;svetlova_e;Маркетинг;
3278;Наконец-то пятница. Есть силы только на диван.;Негативное состояние;0.9;krylova_m;Бухгалтерия;
3238;Провел обучение для новых сотрудников. Приятно делиться опытом.;Положительное состояние;0.9;lebedev_m;Продажи;
3198;Клиент постоянно меняет условия. Раздражает.;Нейтральное состояние;0.56;petrov_d;Продажи;
3218;Нет мотивации. Зарплата маленькая.;Негативное состояние;0.9;volkov_s;Продажи;
3098;Кажется, я выгораю на этом проекте. Никакого интереса к задачам не осталось.;Нейтральное состояние;0.56;kozlov_a;IT;
3258;Подготовила справки по запросу. Всё вовремя.;Положительное состояние;0.9;sokolova_o;Бухгалтерия;
3178;Новый проект вдохновляет. Генерация идей - это моё!;Нейтральное состояние;0.9;novikova_yu;Маркетинг;
3298;Новый сотрудник помогает. Стало легче.;Положительное состояние;0.9;egorova_t;Бухгалтерия;
3177;Хорошая неделя. Команда супер!;Положительное состояние;0.9;novikova_yu;Маркетинг;
3077;Помогал стажеру разобраться с гитом. Парень толковый, быстро схватывает.;Нейтральное состояние;0.9;voronov_m;IT;
3277;Обычный день. Сверки, платежки.;Негативное состояние;0.9;krylova_m;Бухгалтерия;
3217;Чувствую, что меня уволят. Не справляюсь.;Негативное состояние;0.98;volkov_s;Продажи;
3237;Клиенты сами звонят. Репутация работает.;Негативное состояние;0.9;lebedev_m;Продажи;
3157;Закончила описание целевой аудитории для нового продукта.;Негативное состояние;0.9;morozova_a;Маркетинг;
3197;Провел презентацию для крупного застройщика. Зацепили.;Нейтральное состояние;0.9;petrov_d;Продажи;
3137;Запустили ретаргетинг. ROI 120%. Отлично!;Положительное состояние;0.9;svetlova_e;Маркетинг;
3257;Снова правки в налоговой. Безысходность.;Негативное состояние;0.98;sokolova_o;Бухгалтерия;
3097;Снова правки по дизайну. В третий раз переделываю логику фильтров.;Нейтральное состояние;0.9;kozlov_a;IT;
3117;Сил нет. Уйти бы в отпуск на месяц, но нельзя.;Негативное состояние;0.9;popova_e;IT;
3297;Устала немного, но работа нравится.;Положительное состояние;0.52;egorova_t;Бухгалтерия;
3256;Опять заставляют переделывать отчетность. Нет стабильности.;Негативное состояние;0.9;sokolova_o;Бухгалтерия;
3076;Настроил автоматическое бэкапирование. Теперь данные в безопасности.;Нейтральное состояние;0.9;voronov_m;IT;
3296;Обычный рабочий день. Сверки, документы.;Нейтральное состояние;0.9;egorova_t;Бухгалтерия;
3096;Опять сломался пайплайн на деве. Весь день потратил на дебаг чужого кода.;Негативное состояние;0.9;kozlov_a;IT;
3236;Перевыполнил план на 150%! Лучший месяц в карьере.;Положительное состояние;0.9;lebedev_m;Продажи;
3176;Устала немного, но довольна. Работа мне нравится.;Положительное состояние;0.52;novikova_yu;Маркетинг;
3136;Согласовали бюджет на следующий квартал. Отстояли наши медиаплан.;Негативное состояние;0.9;svetlova_e;Маркетинг;
3116;Безысходность какая-то. Тестирование стоит на месте.;Нейтральное состояние;0.56;popova_e;IT;
3276;Глаза слипаются. Сижу до 10 вечера.;Негативное состояние;0.9;krylova_m;Бухгалтерия;
3216;Сегодня без особых результатов. Много отказов.;Нейтральное состояние;0.9;volkov_s;Продажи;
3156;Провела A/B тест. Вариант Б показал конверсию выше на 8%.;Нейтральное состояние;0.9;morozova_a;Маркетинг;
3196;Обычный день. Обзванивал базу.;Нейтральное состояние;0.9;petrov_d;Продажи;
3115;Кажется, я выгорела на этой работе. Никакого интереса к задачам не осталось.;Нейтральное состояние;0.56;popova_e;IT;
3195;Отработал возражения сложного клиента. Договорились.;Нейтральное состояние;0.9;petrov_d;Продажи;
3175;Помогла старшему маркетологу с отчетом. Узнала много нового.;Нейтральное состояние;0.9;novikova_yu;Маркетинг;
3075;Сделал фронтенд для новой страницы настроек. Всё выглядит аккуратно и минималистично.;Нейтральное состояние;0.9;voronov_m;IT;
3215;Руководитель постоянно давит по поводу KPI.;Нейтральное состояние;0.9;volkov_s;Продажи;
3155;Анализировала трафик с Фейсбука. Цена за лид выросла.;Нейтральное состояние;0.9;morozova_a;Маркетинг;
3235;Отработал базу отказников. Вернул одного клиента.;Нейтральное состояние;0.9;lebedev_m;Продажи;
3135;Успешно провели вебинар. Было более 200 участников.;Нейтральное состояние;0.9;svetlova_e;Маркетинг;
3255;Проверила авансовые отчеты. Всё в порядке.;Нейтральное состояние;0.9;sokolova_o;Бухгалтерия;
3275;Опять аврал. Налоговая запросила документы.;Нейтральное состояние;0.56;krylova_m;Бухгалтерия;
3095;Начинаю уставать. Постоянные дедлайны и срочные задачи выматывают.;Нейтральное состояние;0.56;kozlov_a;IT;
3295;Закрыла отчетный период без замечаний.;Нейтральное состояние;0.9;egorova_t;Бухгалтерия;
3174;Сделала первый пост в соцсети. Набрал 500 лайков!;Нейтральное состояние;0.9;novikova_yu;Маркетинг;
3114;Опять правки от заказчика. Уже не знаю, что им нужно.;Негативное состояние;0.9;popova_e;IT;
3254;Сдала документы в архив. Вздохнула спокойно.;Положительное состояние;0.9;sokolova_o;Бухгалтерия;
3134;Провела анализ конкурентов. Нашла несколько интересных идей.;Положительное состояние;0.9;svetlova_e;Маркетинг;
3234;Провел презентацию для крупного застройщика. Зацепили.;Нейтральное состояние;0.9;lebedev_m;Продажи;
3194;Закрыл двух новых клиентов. Хороший день.;Негативное состояние;0.9;petrov_d;Продажи;
3094;Обычный день. Пофиксил пару багов, обсудили задачи на спринт.;Нейтральное состояние;0.9;kozlov_a;IT;
3294;Подготовила справки по запросу. Всё вовремя.;Положительное состояние;0.9;egorova_t;Бухгалтерия;
3154;Редактировала статьи для блога. Тексты сложные, требуют внимательности.;Нейтральное состояние;0.9;morozova_a;Маркетинг;
3214;Нет сил совсем. Входящих звонков почти нет.;Негативное состояние;0.98;volkov_s;Продажи;
3074;Провел код-ревью трех пулл-реквестов. В одном нашел критический баг, вовремя предотвратили падение системы.;Нейтральное состояние;0.9;voronov_m;IT;
3274;Устала. Отчетность скоро сдавать, не успеваю.;Негативное состояние;0.98;krylova_m;Бухгалтерия;
3073;Успешно внедрили новую фичу в продакшн. Ни одного алерта после деплоя. Команда сработала очень слаженно.;Нейтральное состояние;0.9;voronov_m;IT;
3093;Помог коллеге с деплоем. Немного задержался, но приятно осознавать, что помог.;Положительное состояние;0.9;kozlov_a;IT;
3293;Проверила авансовые отчеты. Всё в порядке.;Нейтральное состояние;0.9;egorova_t;Бухгалтерия;
3193;Выполнил план на 70%. Нормально.;Нейтральное состояние;0.9;petrov_d;Продажи;
3233;Закрыл сделку на крупную сумму. Клиент доволен.;Нейтральное состояние;0.9;lebedev_m;Продажи;
3153;Подготовила отчет по конкурентам. Структурировала всё в таблицу.;Нейтральное состояние;0.9;morozova_a;Маркетинг;
3173;Научилась работать в CRM. Пока сложновато, но справлюсь!;Нейтральное состояние;0.9;novikova_yu;Маркетинг;
3113;Документация написана ужасно. Потратила полдня на разбор чужого кода.;Негативное состояние;0.9;popova_e;IT;
3273;Сверка с поставщиками. Тяжелый день.;Негативное состояние;0.98;krylova_m;Бухгалтерия;
3213;Клиент постоянно меняет условия. Сил уже нет.;Нейтральное состояние;0.9;volkov_s;Продажи;
3253;Весь день сверка платежей. Скучно, но нужно.;Нейтральное состояние;0.9;sokolova_o;Бухгалтерия;
3133;Запустили рассылку. CTR вырос на 15% по сравнению с прошлым месяцем!;Нейтральное состояние;0.9;svetlova_e;Маркетинг;
3272;Весь день сверка платежей. К вечеру сильно устала.;Негативное состояние;0.98;krylova_m;Бухгалтерия;
3212;План опять не выполнен. Не знаю, что делать.;Негативное состояние;0.9;volkov_s;Продажи;
3112;Новый проект стартовал успешно. Интересные задачи, хорошая команда.;Положительное состояние;0.9;popova_e;IT;
3092;Отличный день! Собрал сложный пайплайн для CI/CD. Всё работает как часы.;Положительное состояние;0.9;kozlov_a;IT;
3292;Сдала все документы в архив. Наконец-то спокойно!;Положительное состояние;0.9;egorova_t;Бухгалтерия;
3252;Подготовка квартального отчета идет по графику. Ошибок нет.;Нейтральное состояние;0.9;sokolova_o;Бухгалтерия;
3172;Первый день на работе! Всё очень интересно. Коллеги дружелюбные.;Положительное состояние;0.9;novikova_yu;Маркетинг;
3132;Закончила верстку макетов для новой рекламной кампании. Коллеги дали положительный фидбек.;Нейтральное состояние;0.9;svetlova_e;Маркетинг;
3192;Провел три встречи с клиентами. Один готов подписывать договор.;Нейтральное состояние;0.9;petrov_d;Продажи;
3232;Выполнил план на месяц досрочно! Настроение отличное.;Положительное состояние;0.9;lebedev_m;Продажи;
3152;Занималась настройкой Яндекс.Директа. Много рутины, но результат хороший.;Положительное состояние;0.9;morozova_a;Маркетинг;
3072;Наконец-то закрыл тикет по миграции базы данных. Все прошло без сбоев. Чувствую удовлетворение от проделанной работы.;Положительное состояние;0.9;voronov_m;IT;
